ID;Name;IATA;ICAO;Latitude;Longitude;iso_code
4037;Central Illinois Regional Airport at Bloomington-Normal;BMI;KBMI;40.47710037;-88.91590118;US
4038;Gulfport Biloxi International Airport;GPT;KGPT;30.40730094909668;-89.07009887695312;US
4039;Kalamazoo Battle Creek International Airport;AZO;KAZO;42.234901428222656;-85.5521011352539;US
4040;Toledo Express Airport;TOL;KTOL;41.58679962;-83.80780029;US
4041;Fort Wayne International Airport;FWA;KFWA;40.97850037;-85.19509888;US
4042;Decatur Airport;DEC;KDEC;39.834598541259766;-88.8656997680664;US
4043;The Eastern Iowa Airport;CID;KCID;41.884700775146484;-91.71080017089844;US
4044;La Crosse Municipal Airport;LSE;KLSE;43.879002;-91.256699;US
4045;Central Wisconsin Airport;CWA;KCWA;44.7775993347;-89.6668014526;US
4046;General Wayne A. Downing Peoria International Airport;PIA;KPIA;40.664199829100006;-89.6932983398;US
4047;Appleton International Airport;ATW;KATW;44.258098602299995;-88.5190963745;US
4048;Rochester International Airport;RST;KRST;43.90829849243164;-92.5;US
4049;University of Illinois Willard Airport;CMI;KCMI;40.03919983;-88.27809906;US
4050;Manhattan Regional Airport;MHK;KMHK;39.14099884033203;-96.6707992553711;US
4051;Kingscote Airport;KGC;YKSC;-35.71390151977539;137.52099609375;AU
4052;Hervey Bay Airport;HVB;YHBA;-25.3188991547;152.880004883;AU
4054;Dali Airport;DLU;ZPDL;25.649401;100.319;CN
4056;Mulu Airport;MZV;WBMU;4.048329830169678;114.80500030517578;MY
4057;Sharm El Sheikh International Airport;SSH;HESH;27.9773006439;34.3950004578;EG
4058;Venango Regional Airport;FKL;KFKL;41.3778991699;-79.8603973389;US
4059;Jomo Kenyatta International Airport;NBO;HKJK;-1.31923997402;36.9277992249;KE
4060;Seronera Airport;SEU;HTSN;-2.45806;34.822498;TZ
4061;El Calafate Airport;FTE;SAWC;-50.2803;-72.053101;AR
4062;Armidale Airport;ARM;YARM;-30.528099060099997;151.617004395;AU
4063;Grand Junction Regional Airport;GJT;KGJT;39.1223983765;-108.527000427;US
4064;St George Municipal Airport;SGU;KSGU;37.036389;-113.510306;US
4065;David Wayne Hooks Memorial Airport;DWH;KDWH;30.0618000031;-95.55280303960001;US
4066;Port O'Connor Private Heliport;\N;XS46;28.429725;-96.444419;US
4067;Sarasota Bradenton International Airport;SRQ;KSRQ;27.39539909362793;-82.55439758300781;US
4069;L.F. Wade International International Airport;BDA;TXKF;32.36399841308594;-64.67870330810547;BM
4071;Van Nuys Airport;VNY;KVNY;34.209800720215;-118.48999786377;US
4072;Quad City International Airport;MLI;KMLI;41.44850158691406;-90.50749969482422;US
4073;Panama City-Bay Co International Airport;PFN;KPFN;30.212099;-85.6828;US
4074;Honiara International Airport;HIR;AGGH;-9.4280004501343;160.05499267578;SB
4075;Faa'a International Airport;PPT;NTAA;-17.553699;-149.606995;PF
4076;Nauru International Airport;INU;ANYN;-0.547458;166.919006;NR
4077;Funafuti International Airport;FUN;NGFU;-8.525;179.195999;TV
4078;Tolmachevo Airport;OVB;UNNT;55.012599945068;82.650703430176;RU
4080;Samsø Airport;\N;EKSS;55.88949966430664;10.613699913024902;DK
4081;Xieng Khouang Airport;XKH;VLXK;19.450001;103.157997;LA
4083;Bismarck Municipal Airport;BIS;KBIS;46.772701263427734;-100.74600219726562;US
4084;Telluride Regional Airport;TEX;KTEX;37.9538002;-107.9079971;US
4085;Yinchuan Airport;\N;ZLIC;38.481899;106.009003;CN
4086;Mae Hong Son Airport;HGN;VTCH;19.301300048828125;97.97579956054688;TH
4087;Rapid City Regional Airport;RAP;KRAP;44.0452995300293;-103.05699920654297;US
4088;Mc Clellan-Palomar Airport;CLD;KCRQ;33.12829971;-117.2799988;US
4089;Bishop International Airport;FNT;KFNT;42.96540069580078;-83.74359893798828;US
4090;Francisco Bangoy International Airport;DVO;RPMD;7.1255202293396;125.64600372314453;PH
4091;Madeira Airport;FNC;LPMA;32.697899;-16.7745;PT
4092;Maestro Wilson Fonseca Airport;STM;SBSN;-2.4247219562530518;-54.785831451416016;BR
4093;Sihanoukville International Airport;KOS;VDSV;10.57970047;103.637001038;KH
4094;Ekati Airport;YOA;CYOA;64.6988983154;-110.614997864;CA
4095;Hawke's Bay Airport;NPE;NZNR;-39.465801;176.869995;NZ
4096;Levuka Airfield;LEV;NFNB;-17.7110996246;178.759002686;FJ
4097;Lhasa Gonggar Airport;LXA;ZULS;29.2978000641;90.91190338130001;CN
4098;Redding Municipal Airport;RDD;KRDD;40.50899887;-122.2929993;US
4099;Mahlon Sweet Field;EUG;KEUG;44.12459945678711;-123.21199798583984;US
4100;Idaho Falls Regional Airport;IDA;KIDA;43.514599;-112.070999;US
4101;Rogue Valley International Medford Airport;MFR;KMFR;42.37419891357422;-122.87300109863281;US
4102;Kaikoura Airport;KBZ;NZKI;-42.42499923706055;173.60499572753906;NZ
4103;Roberts Field;RDM;KRDM;44.2541008;-121.1500015;US
4104;Picton Aerodrome;PCN;NZPN;-41.346099853516;173.95599365234;NZ
4105;Hosea Kutako International Airport;WDH;FYWH;-22.4799;17.4709;NA
4106;Victoria Harbour Seaplane Base;YWH;CYWH;48.4249858939;-123.388867378;CA
4107;Coal Harbour Seaplane Base;\N;CAQ3;50.5999984741;-127.583000183;CA
4108;Yaoqiang Airport;TNA;ZSJN;36.857200622558594;117.21600341796875;CN
4109;Changzhou Benniu Airport;CZX;ZSCG;31.919701;119.778999;CN
4110;Yibin Caiba Airport;YBP;ZUYB;28.8005555556;104.545;CN
4111;Roshchino International Airport;TJM;USTR;57.189601898199996;65.3243026733;RU
4112;Akron Canton Regional Airport;CAK;KCAK;40.916099548339844;-81.44219970703125;US
4113;Huntsville International Carl T Jones Field;HSV;KHSV;34.637199401855;-86.775100708008;US
4114;Mid Ohio Valley Regional Airport;PKB;KPKB;39.34510040283203;-81.43920135498047;US
4115;Montgomery Regional (Dannelly Field) Airport;MGM;KMGM;32.30059814;-86.39399719;US
4116;Tri-Cities Regional TN/VA Airport;TRI;KTRI;36.475201;-82.407401;US
4117;Barkley Regional Airport;PAH;KPAH;37.06079864501953;-88.7738037109375;US
4119;Djibouti-Ambouli Airport;JIB;HDAM;11.547300338745117;43.15950012207031;DJ
4120;Haikou Meilan International Airport;HAK;ZJHK;19.934900283813477;110.45899963378906;CN
4121;Mafia Island Airport;MFA;HTMA;-7.917478;39.668502;TZ
4124;Page Municipal Airport;PGA;KPGA;36.92610168;-111.447998;US
4125;Utila Airport;UII;MHUT;16.1131;-86.880302;HN
4127;Glacier Park International Airport;FCA;KGPI;48.31050109863281;-114.25599670410156;US
4128;MBS International Airport;MBS;KMBS;43.532901763916016;-84.07959747314453;US
4129;Greater Binghamton/Edwin A Link field;BGM;KBGM;42.20869827;-75.97979736;US
4130;Baghdad International Airport;BGW;ORBI;33.262500762900004;44.2346000671;IQ
4131;Nan Airport;NNT;VTCN;18.807899475097656;100.78299713134766;TH
4132;Roi Et Airport;ROI;VTUV;16.11680030822754;103.77400207519531;TH
4133;Buri Ram Airport;BFV;VTUO;15.229499816894531;103.25299835205078;TH
4135;Trat Airport;TDX;VTBO;12.274600029;102.319000244;TH
4136;Blythe Airport;BLH;KBLH;33.6192016602;-114.717002869;US
4137;Al Asad Air Base;IQA;ORAA;33.7855987549;42.4412002563;IQ
4138;Al Taqaddum Air Base;TQD;ORAT;33.33810043335;43.597099304199;IQ
4139;Joint Base Balad;XQC;ORBD;33.940200805699995;44.361598968500005;IQ
4140;Diosdado Macapagal International Airport;CRK;RPLC;15.186;120.559998;PH
4141;Sandakan Airport;SDK;WBKS;5.900899887084961;118.05899810791016;MY
4142;Luang Namtha Airport;LXG;VLLN;20.966999;101.400002;LA
4143;Oudomsay Airport;ODY;VLOS;20.68269920349121;101.99400329589844;LA
4144;Taoxian Airport;SHE;ZYTX;41.639801025390625;123.48300170898438;CN
4145;Dongying Shengli Airport;DOY;ZSDY;37.5085983276;118.788002014;CN
4146;John A. Osborne Airport;MNI;TRPG;16.791400909423828;-62.19329833984375;MS
4147;Petersburg James A Johnson Airport;PSG;PAPG;56.80170059;-132.9450073;US
4148;Luoyang Airport;LYA;ZHLY;34.741100311299995;112.388000488;CN
4149;Xuzhou Guanyin Airport;XUZ;ZSXZ;34.059056;117.555278;CN
4153;Lien Khuong Airport;DLI;VVDL;11.75;108.366997;VN
4154;Dong Hoi Airport;VDH;VVDH;17.515;106.590556;VN
4155;Rach Gia Airport;VKG;VVRG;9.95802997234;105.132379532;VN
4156;Cà Mau Airport;CAH;VVCM;9.177667;105.177778;VN
4157;Chu Lai International Airport;VCL;VVCA;15.403300285299999;108.706001282;VN
4158;Dong Tac Airport;TBB;VVTH;13.049599647500001;109.333999634;VN
4159;Mae Hong Son Airport;PYY;VTCI;19.3719997406;98.43699646;TH
4160;Bol Airport;BWK;LDSB;43.285701751708984;16.67970085144043;HR
4161;Yaoundé Nsimalen International Airport;NSI;FKYS;3.722559928894043;11.553299903869629;CM
4162;Conakry International Airport;CKY;GUCY;9.57689;-13.612;GN
4165;Aachen-Merzbrück Airport;AAH;EDKA;50.823055267333984;6.186388969421387;DE
4166;Karlsruhe Baden-Baden Airport;FKB;EDSB;48.7793998718;8.08049964905;DE
4167;Orlando Sanford International Airport;SFB;KSFB;28.777599334716797;-81.23750305175781;US
4169;John Murtha Johnstown Cambria County Airport;JST;KJST;40.31610107421875;-78.83390045166016;US
4170;Lukla Airport;LUA;VNLK;27.686899185180664;86.72969818115234;NP
4171;Bhojpur Airport;BHP;VNBJ;27.14739990234375;87.05079650878906;NP
4172;Lamidanda Airport;LDN;VNLD;27.25309944152832;86.66999816894531;NP
4173;Jomsom Airport;JMO;VNJS;28.780426;83.723;NP
4174;Manang Airport;NGX;VNMA;28.641399;84.089203;NP
4175;Phaplu Airport;PPL;VNPL;27.517787;86.584454;NP
4177;Rumjatar Airport;RUM;VNRT;27.303499221801758;86.55039978027344;NP
4178;Tulsipur Airport;DNP;VNDG;28.111099243164062;82.29419708251953;NP
4179;Rukum Chaurjahari Airport;RUK;VNRK;28.627001;82.195;NP
4180;Jumla Airport;JUM;VNJL;29.2742;82.193298;NP
4182;Taplejung Airport;TPJ;VNTJ;27.3509;87.69525;NP
4183;Tumling Tar Airport;TMI;VNTR;27.315001;87.193298;NP
4184;Surkhet Airport;SKH;VNSK;28.586;81.636002;NP
4185;Simikot Airport;IMK;VNST;29.971099853515625;81.81890106201172;NP
4186;Dolpa Airport;DOP;VNDP;28.985700607299805;82.81909942626953;NP
4187;Bajhang Airport;BJH;VNBG;29.538999557495117;81.1854019165039;NP
4188;Dhangarhi Airport;DHI;VNDH;28.753299713134766;80.58190155029297;NP
4189;Muan International Airport;MWX;RKJB;34.991406;126.382814;KR
4190;Astypalaia Airport;JTY;LGPL;36.5798988342;26.3757991791;GR
4191;Ikaria Airport;JIK;LGIK;37.6827011108;26.3470993042;GR
4192;Kalymnos Airport;JKL;LGKY;36.9632987976;26.9405994415;GR
4193;Milos Airport;MLO;LGML;36.696899;24.4769;GR
4194;Naxos Airport;JNX;LGNX;37.0811004639;25.3680992126;GR
4195;Paros National Airport;PAS;LGPA;37.020495;25.113195;GR
4196;Kastelorizo Airport;KZS;LGKJ;36.1417007446;29.576400756799995;GR
4197;Marsa Alam International Airport;RMF;HEMA;25.557100296;34.5836982727;EG
4198;Weeze Airport;NRN;EDLV;51.6024017334;6.14216995239;DE
4199;Francisco B. Reyes Airport;USU;RPVV;12.1215000153;120.099998474;PH
4200;Bancasi Airport;BXU;RPME;8.9515;125.4788;PH
4201;Dipolog Airport;DPL;RPMG;8.60198349877;123.341875076;PH
4202;Laoag International Airport;LAO;RPLI;18.1781005859375;120.53199768066406;PH
4203;Legazpi City International Airport;LGP;RPLP;13.1575;123.735;PH
4204;Labo Airport;OZC;RPMO;8.178509712219238;123.84200286865234;PH
4206;Mactan Cebu International Airport;CEB;RPVM;10.307499885559;123.97899627686;PH
4207;Norden-Norddeich Airport;NOD;EDWS;53.633056640599996;7.19027805328;DE
4208;Juist Airport;JUI;EDWJ;53.68111038208008;7.055832862854004;DE
4209;Porto Seguro Airport;BPS;SBPS;-16.438601;-39.080898;BR
4213;Iguatu Airport;QIG;SNIG;-6.346640110015869;-39.293800354003906;BR
4214;Brigadeiro Lysias Rodrigues Airport;PMW;SBPJ;-10.291500091600001;-48.35699844359999;BR
4215;Nelson Ribeiro Guimarães Airport;CLV;SBCN;-17.725299835205;-48.607498168945;BR
4216;Missoula International Airport;MSO;KMSO;46.91630173;-114.0910034;US
4217;Blackall Airport;BKQ;YBCK;-24.427799224900003;145.429000854;AU
4218;Bundaberg Airport;BDB;YBUD;-24.903900146499996;152.319000244;AU
4219;Grand Canyon National Park Airport;GCN;KGCN;35.95240020751953;-112.14700317382812;US
4220;Sugar Land Regional Airport;SGR;KSGR;29.622299194336;-95.65650177002;US
4221;Hayman Island Heliport;\N;YHYN;-20.0599;148.8834;AU
4222;Centennial Airport;APA;KAPA;39.57009888;-104.848999;US
4223;Clovis Municipal Airport;CVN;KCVN;34.4250984192;-103.07900238;US
4224;Fort Stockton Pecos County Airport;FST;KFST;30.9157009125;-102.916000366;US
4225;Las Vegas Municipal Airport;LVS;KLVS;35.6542015076;-105.141998291;US
4226;West Houston Airport;IWS;KIWS;29.818199157699997;-95.67259979250001;US
4227;La Junta Municipal Airport;\N;KLHX;38.04970169;-103.5090027;US
4228;Las Cruces International Airport;LRU;KLRU;32.289398193359375;-106.9219970703125;US
4229;Stephens County Airport;BKD;KBKD;32.71900177;-98.89099884030001;US
4230;Draughon Miller Central Texas Regional Airport;TPL;KTPL;31.15250015258789;-97.40779876708984;US
4231;Ozona Municipal Airport;OZA;KOZA;30.735300064087;-101.20300292969;US
4235;Kaadedhdhoo Airport;KDM;VRMT;0.48813098669052124;72.99690246582031;MV
4236;Aklavik/Freddie Carmichael Airport;LAK;CYKD;68.223297;-135.00599;CA
4237;Déline Airport;YWJ;CYWJ;65.21109771728516;-123.43599700927734;CA
4238;Tulita Airport;ZFN;CZFN;64.909697;-125.572998;CA
4239;Fort Good Hope Airport;YGH;CYGH;66.24079895019531;-128.6510009765625;CA
4242;Tanna Airport;TAH;NVVW;-19.45509910583496;169.2239990234375;VU
4244;Paulatuk (Nora Aliqatchialuk Ruben) Airport;YPC;CYPC;69.3608381154;-124.075469971;CA
4247;El Trompillo Airport;SRZ;SLET;-17.8115997314;-63.1715011597;BO
4249;Juancho E. Yrausquin Airport;SAB;TNCS;17.645000457763672;-63.220001220703125;AN
4250;Eagle County Regional Airport;EGE;KEGE;39.64260101;-106.9179993;US
4252;Stokmarknes Skagen Airport;SKN;ENSK;68.578826904297;15.033416748047;NO
4253;Cuyahoga County Airport;CGF;KCGF;41.5651016235;-81.4863967896;US
4254;Mansfield Lahm Regional Airport;MFD;KMFD;40.82139968869999;-82.5166015625;US
4255;Columbus Metropolitan Airport;CSG;KCSG;32.516300201416016;-84.93890380859375;US
4256;Lawton Fort Sill Regional Airport;LAW;KLAW;34.5676994324;-98.4166030884;US
4257;Northern Colorado Regional Airport;FNL;KFNL;40.451804;-105.011;US
4261;Flagstaff Pulliam Airport;FLG;KFLG;35.13850021;-111.6709976;US
4262;Lake Tahoe Airport;TVL;KTVL;38.89390182495117;-119.99500274658203;US
4263;Joslin Field Magic Valley Regional Airport;TWF;KTWF;42.4818;-114.487999;US
4265;Martha's Vineyard Airport;MVY;KMVY;41.3931007385;-70.6143035889;US
4268;Concord Municipal Airport;CON;KCON;43.20270157;-71.50229645;US
4270;Groton New London Airport;GON;KGON;41.330101013183594;-72.04509735107422;US
4271;St Cloud Regional Airport;STC;KSTC;45.546600341796875;-94.05989837646484;US
4273;Golden Triangle Regional Airport;GTR;KGTR;33.450298309299995;-88.5914001465;US
4274;Nizhny Novgorod Strigino International Airport;GOJ;UWGG;56.230098724365;43.784000396729;RU
4275;Bowerman Airport;HQM;KHQM;46.971199035599994;-123.93699646;US
4276;Erie International Tom Ridge Field;ERI;KERI;42.0831270134;-80.1738667488;US
4278;Barnstable Municipal Boardman Polando Field;HYA;KHYA;41.66930008;-70.28040314;US
4279;San Pedro Airport;SPR;MZSP;17.9139;-87.9711;BZ
4280;Sedona Airport;SDX;KSEZ;34.848598480225;-111.78800201416;US
4284;Morgantown Municipal Walter L. Bill Hart Field;MGW;KMGW;39.64289856;-79.91629791;US
4285;Yeager Airport;CRW;KCRW;38.37310028076172;-81.59320068359375;US
4286;Wilkes Barre Scranton International Airport;AVP;KAVP;41.338500976599995;-75.72339630130001;US
4287;Bemidji Regional Airport;BJI;KBJI;47.50939941;-94.93370056;US
4289;Thangool Airport;THG;YTNG;-24.493900299072266;150.5760040283203;AU
4290;Fagali'i Airport;FGI;NSFI;-13.848699569699999;-171.740005493;WS
4291;Ballina Byron Gateway Airport;BNK;YBNA;-28.8339004517;153.56199646;AU
4292;Hector International Airport;FAR;KFAR;46.92070007324219;-96.81580352783203;US
4293;Charles B. Wheeler Downtown Airport;MKC;KMKC;39.123199462890625;-94.5927963256836;US
4295;Ratanakiri Airport;RBE;VDRK;13.729999542236328;106.98699951171875;KH
4296;Gillette Campbell County Airport;GCC;KGCC;44.348899841299996;-105.539001465;US
4297;Bogashevo Airport;TOF;UNTT;56.380298614502;85.208297729492;RU
4298;El Toro Marine Corps Air Station;NZJ;KNZJ;33.67610168457031;-117.73100280761719;US
4299;Phetchabun Airport;PHY;VTPB;16.6760005951;101.194999695;TH
4300;Chumphon Airport;CJM;VTSE;10.711199760437012;99.36170196533203;TH
4301;Jiuzhai Huanglong Airport;JZH;ZUJZ;32.8533333333;103.682222222;CN
4302;Jieyang Chaoshan International Airport;SWA;ZGOW;23.552;116.5033;CN
4303;Enghien Moisselles Airfield;\N;LFFE;49.046398;2.35306;FR
4304;Cheddi Jagan International Airport;GEO;SYCJ;6.498549938201904;-58.25410079956055;GY
4305;Guarani International Airport;AGT;SGES;-25.454516;-54.842682;PY
4306;Eugene F. Correira International Airport;OGL;SYGO;6.80628;-58.1059;GY
4307;Kaieteur International Airport;KAI;PKSA;5.17275476456;-59.491481781;GY
4308;Dunhuang Airport;DNH;ZLDH;40.16109848022461;94.80919647216797;CN
4309;Ancona Falconara Airport;AOI;LIPY;43.616299;13.3623;IT
4312;Chamonate Airport;\N;SCHA;-27.2968997955;-70.4131011963;CL
4313;Taba International Airport;TCP;HETB;29.587799072299998;34.7780990601;EG
4314;Edward Bodden Airfield;LYB;MWCL;19.660161;-80.088826;KY
4315;Milas Bodrum International Airport;BJV;LTFE;37.25059890749999;27.6643009186;TR
4316;Tabarka 7 Novembre Airport;TBJ;DTKA;36.97999954223633;8.87693977355957;TN
4317;Sabiha Gökçen International Airport;SAW;LTFJ;40.898601532;29.3092002869;TR
4318;University Park Airport;SCE;KUNV;40.8493003845;-77.84870147710001;US
4319;Broome International Airport;BME;YBRM;-17.944700241088867;122.23200225830078;AU
4320;Newcastle Airport;NTL;YWLM;-32.79499816894531;151.83399963378906;AU
4321;Bakki Airport;\N;BIBA;63.55609893798828;-20.137500762939453;IS
4322;Klagenfurt Airport;KLU;LOWK;46.642502;14.3377;AT
4325;Hammerfest Airport;HFT;ENHF;70.679702758789;23.668600082397;NO
4326;Valan Airport;HVG;ENHV;71.009696960449;25.983600616455;NO
4327;Mehamn Airport;MEH;ENMH;71.02970123291;27.826700210571;NO
4328;Vadsø Airport;VDS;ENVD;70.065299987793;29.844699859619;NO
4330;Imam Khomeini International Airport;IKA;OIIE;35.416099548339844;51.152198791503906;IR
4331;Mashhad International Airport;MHD;OIMM;36.235198974609375;59.64099884033203;IR
4333;Ust-Ilimsk Airport;UIK;UIBS;58.13610076904297;102.56500244140625;RU
4335;Key Field;MEI;KMEI;32.33259963989258;-88.75189971923828;US
4336;Abraham Lincoln Capital Airport;SPI;KSPI;39.84410095;-89.67790222;US
4338;Cortez Municipal Airport;CEZ;KCEZ;37.3030014038;-108.627998352;US
4339;Yampa Valley Airport;HDN;KHDN;40.48120117;-107.2180023;US
4340;Gallup Municipal Airport;GUP;KGUP;35.511100769;-108.789001465;US
4341;Liberal Mid-America Regional Airport;LBL;KLBL;37.0442009;-100.9599991;US
4342;Lamar Municipal Airport;LAA;KLAA;38.069698333699996;-102.68800354;US
4343;Renner Field-Goodland Municipal Airport;GLD;KGLD;39.37060165;-101.6989975;US
4344;Yellowstone Regional Airport;COD;KCOD;44.520198822;-109.024002075;US
4345;Ørsta-Volda Airport, Hovden;HOV;ENOV;62.180000305176;6.0741000175476;NO
4347;St. Mary's Airport;ISC;EGHE;49.913299560546875;-6.291669845581055;GB
4348;Springfield Branson National Airport;SGF;KSGF;37.24570084;-93.38860321;US
4349;Narvik Framnes Airport;NVK;ENNK;68.436897277832;17.386699676514;NO
4350;Berlevåg Airport;BVG;ENBV;70.871399;29.034201;NO
4351;Oslo, Fornebu Airport;FBU;ENFB;59.89580154418945;10.617199897766113;NO
4352;Norilsk-Alykel Airport;NSK;UOOO;69.31109619140625;87.33219909667969;RU
4353;Anapa Vityazevo Airport;AAQ;URKA;45.002101898193;37.347301483154;RU
4354;Joplin Regional Airport;JLN;KJLN;37.151798248291016;-94.49829864501953;US
4355;Lehigh Valley International Airport;ABE;KABE;40.652099609375;-75.44080352783203;US
4356;Northwest Arkansas Regional Airport;XNA;KXNA;36.281898;-94.306801;US
4357;Atyrau Airport;GUW;UATG;47.12189865112305;51.8213996887207;KZ
4358;Kzyl-Orda Southwest Airport;KZO;UAOO;44.706902;65.592499;KZ
4359;South Bend Regional Airport;SBN;KSBN;41.70869827270508;-86.31729888916016;US
4360;Bykovo Airport;BKA;UUBB;55.6171989441;38.0600013733;RU
4362;Talagi Airport;ARH;ULAA;64.60030364990234;40.71670150756836;RU
4363;Saratov Central Airport;RTW;UWSS;51.564998626708984;46.04669952392578;RU
4364;Novy Urengoy Airport;NUX;USMU;66.06939697265625;76.52030181884766;RU
4365;Noyabrsk Airport;NOJ;USRO;63.18330001831055;75.2699966430664;RU
4367;Aktau Airport;SCO;UATE;43.8601;51.091999;KZ
4368;Ukhta Airport;UCT;UUYH;63.566898345947266;53.8046989440918;RU
4369;Usinsk Airport;USK;UUYS;66.00469970703125;57.3671989440918;RU
4370;Pechora Airport;PEX;UUYP;65.12110137939453;57.13079833984375;RU
4371;Naryan Mar Airport;NNM;ULAM;67.63999938964844;53.12189865112305;RU
4372;Pskov Airport;PKV;ULOO;57.78390121459961;28.395599365234375;RU
4373;Kogalym International Airport;KGP;USRK;62.190399169921875;74.53379821777344;RU
4374;Yemelyanovo Airport;KJA;UNKL;56.172901;92.493301;RU
4375;Sary-Arka Airport;KGF;UAKK;49.670799255371094;73.33439636230469;KZ
4376;Novosibirsk North Airport;\N;UNCC;55.09170150756836;82.90670013427734;RU
4377;Uray Airport;URJ;USHU;60.10329818725586;64.82669830322266;RU
4379;Ivanovo South Airport;IWA;UUBI;56.93939971923828;40.940799713134766;RU
4380;Longjia Airport;CGQ;ZYCC;43.9962005615;125.684997559;CN
4381;Niigata Airport;KIJ;RJSN;37.9558982849;139.121002197;JP
4383;Smith Field;SMD;KSMD;41.14339828;-85.15280151;US
4384;California Redwood Coast-Humboldt County Airport;ACV;KACV;40.978101;-124.109;US
4386;Albert J Ellis Airport;OAJ;KOAJ;34.8292007446;-77.61209869380001;US
4387;Tuscaloosa Regional Airport;TCL;KTCL;33.220600128174;-87.611396789551;US
4388;Dubuque Regional Airport;DBQ;KDBQ;42.40200043;-90.70950317;US
4390;Shun Tak Heliport;HHP;VHST;22.2893714905;114.152153015;HK
5404;Uru Harbour Airport;ATD;AGAT;-8.87333;161.011002;SB
5405;Gwaunaru'u Airport;AKS;AGGA;-8.70257;160.682007;SB
5406;Ballalae Airport;BAS;AGGE;-6.990745;155.886656;SB
5407;Fera/Maringe Airport;FRE;AGGF;-8.1075;159.576996;SB
5408;Babanakira Airport;MBU;AGGI;-9.7475004196167;159.83900451660156;SB
5409;Ngorangora Airport;IRA;AGGK;-10.449700355500001;161.897994995;SB
5410;Santa Cruz/Graciosa Bay/Luova Airport;SCZ;AGGL;-10.72029972076416;165.7949981689453;SB
5411;Munda Airport;MUA;AGGM;-8.327969551086426;157.26300048828125;SB
5412;Nusatupe Airport;GZO;AGGN;-8.09778022766;156.863998413;SB
5413;Mono Airport;MNY;AGGO;-7.416940212249756;155.56500244140625;SB
5414;Rennell/Tingoa Airport;RNL;AGGR;-11.533900260925293;160.06300354003906;SB
5415;Marau Airport;RUS;AGGU;-9.861669540409999;160.824996948;SB
5416;Suavanao Airport;VAO;AGGV;-7.585559844970703;158.7310028076172;SB
5417;Kaghau Airport;KGE;AGKG;-7.3305;157.585;SB
5418;Ramata Airport;RBV;AGRM;-8.168060302734375;157.64300537109375;SB
5419;Buka Airport;BUA;AYBK;-5.4223198890686035;154.67300415039062;PG
5420;Chimbu Airport;CMU;AYCH;-6.024290084838867;144.9709930419922;PG
5421;Daru Airport;DAU;AYDU;-9.08675956726;143.207992554;PG
5422;Gurney Airport;GUR;AYGN;-10.3114995956;150.333999634;PG
5423;Girua Airport;PNP;AYGR;-8.80453968048;148.309005737;PG
5424;Kimbe Airport;HKN;AYHK;-5.462170124053955;150.40499877929688;PG
5425;Kiunga Airport;UNG;AYKI;-6.1257100105285645;141.28199768066406;PG
5426;Kikori Airport;KRI;AYKK;-7.424379825592041;144.2500762939453;PG
5427;Kerema Airport;KMA;AYKM;-7.96361017227;145.770996094;PG
5428;Kavieng Airport;KVG;AYKV;-2.57940006256;150.807998657;PG
5429;Mendi Airport;MDU;AYMN;-6.14774;143.656998;PG
5430;Momote Airport;MAS;AYMO;-2.06189;147.423996;PG
5431;Moro Airport;MXH;AYMR;-6.36332988739;143.238006592;PG
5432;Misima Island Airport;MIS;AYMS;-10.689200401299999;152.837997437;PG
5433;Tari Airport;TIZ;AYTA;-5.84499979019;142.947998047;PG
5434;Tabubil Airport;TBG;AYTB;-5.27861;141.225998;PG
5435;Tokua Airport;RAB;AYTK;-4.34045982361;152.380004883;PG
5436;Vanimo Airport;VAI;AYVN;-2.6926;141.3028;PG
5437;Wapenamanda Airport;WBM;AYWD;-5.6433000564575195;143.89500427246094;PG
5438;Alluitsup Paa Heliport;LLU;BGAP;60.46445;-45.56917;GL
5439;Neerlerit Inaat Airport;CNP;BGCO;70.7431030273;-22.6504993439;GL
5440;Paamiut Heliport;JFR;BGFH;61.9921989441;-49.6624984741;GL
5441;Qeqertarsuaq Heliport;JGO;BGGN;69.251181993;-53.5148763657;GL
5442;Qaqortoq Heliport;JJU;BGJH;60.715684155299996;-46.0299186409;GL
5443;Maniitsoq Airport;JSU;BGMQ;65.4124984741;-52.9393997192;GL
5444;Nanortalik Heliport;JNN;BGNN;60.141883975899994;-45.232976675;GL
5445;Narsaq Heliport;JNS;BGNS;60.9172827256;-46.059923172;GL
5446;Qaanaaq Airport;NAQ;BGQQ;77.4886016846;-69.3887023926;GL
5447;Sisimiut Airport;JHS;BGSS;66.9513015747;-53.7293014526;GL
5448;Upernavik Airport;JUV;BGUK;72.7901992798;-56.1305999756;GL
5449;Qaarsut Airport;JQA;BGUQ;70.7341995239;-52.6962013245;GL
5450;Grímsey Airport;GRY;BIGR;66.5458;-18.0173;IS
5452;Thorshofn Airport;THO;BITN;66.21849822998047;-15.335599899291992;IS
5453;Vopnafjörður Airport;VPN;BIVO;65.72059631347656;-14.850600242614746;IS
5456;Whistler/Green Lake Water Aerodrome;YWS;CAE5;50.1436004639;-122.948997498;CA
5457;Anahim Lake Airport;YAA;CAJ4;52.45249938964844;-125.3030014038086;CA
5458;Williams Harbour Airport;YWM;CCA6;52.566898345947266;-55.784698486328125;CA
